时段,城市,站点id,站点名称,全职满编率,全职分拣员满编率,全职理货员满编率,全职水产员满编率
20250916,北京,10000501,小象超市-沙各庄站-BJ0223,0.9666666667,1.0588235294,0.75,0.6666666667
20250916,上海,10000663,小象超市-富联路站-SH0157,0.962962963,0.9285714286,1.125,1
20250916,北京,10000831,小象超市-玲珑站-BJ0277,0.8108108108,0.85,0.7272727273,1
20250916,北京,10000376,小象超市-科创街站-BJ0199,0.9333333333,0.8823529412,1.125,0.6666666667
20250916,南京,10001150,小象超市-栖霞晓庄站-NJ0027,1.1142857143,1.1111111111,1.0909090909,1.25
202509,深圳,301,小象超市-清湖站-SZ0052,NULL,NULL,NULL,NULL
202509,深圳,231,小象超市-龙城站-SZ0025,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001238,小象超市-京果商厦站（流标）-BJ0329,NULL,NULL,NULL,NULL
20250916-20250917,NULL,738,小象超市-豆各庄站-BJ0098,NULL,NULL,NULL,NULL
20250916-20250917,NULL,132,小象超市-花梨坎站-BJ0045,NULL,NULL,NULL,NULL
20250916-20250917,NULL,218,小象超市-水城路站-SH0035,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000943,小象超市-领创站（流标）-SZ0265,NULL,NULL,NULL,NULL
20250916-20250917,NULL,265,小象超市-新宫站-BJ0076,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001223,小象超市-雨花台雄风站（流标）-NJ0033,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000166,小象超市-浦东南路站-SH0084,NULL,NULL,NULL,NULL
W38,深圳,10001013,小象超市-吉祥站-SZ0267,0.925,0.8571428571,1,1
W38,广州,10000648,小象超市-动物园站-GZ0132,1.09375,1.0625,0.8888888889,1
W38,上海,10000120,小象超市-华青南路站-SH0073,0.5294117647,0.75,0.1666666667,0.5
W38,南京,10001064,小象超市-江宁体育馆站-NJ0012,1.0833333333,1.0555555556,1,1.2
W38,长沙,10001264,小象超市-花侯路站-CS0022,0.9677419355,0.6428571429,1.3,1.25
W38,广州,10000470,小象超市-岗顶站-GZ0103,1.0238095238,1.0454545455,1,1
W38,杭州,10001005,小象超市-西浦站-HZ0033,0.7333333333,0.7857142857,0.4,1.25
W38,杭州,10001274,小象超市-银海站-HZ0059,1.1481481481,1.2307692308,1.125,1
202509,上海,10000884,小象超市-虹中路站-SH0200,1.0909090909,1.0555555556,1,1.6666666667
202509,合肥,10001379,小象超市-黎阳站-HF0006,NULL,NULL,NULL,NULL
202509,广州,10000327,小象超市-白云大道北一站-GZ0088,1.0344827586,1,1.125,1
202509,南京,10001233,小象超市-秦淮洪武站-NJ0034,0.9411764706,0.7647058824,0.9,1.75
202509,广州,10000470,小象超市-岗顶站-GZ0103,1.0238095238,1.0454545455,1,1
202509,苏州,10000956,小象超市-美新站-WX0005,0.9142857143,0.8888888889,0.9,1
202509,深圳,10001114,小象超市-塘厦站-SZ0274,1.0909090909,1.0588235294,1.25,1
202509,深圳,10000492,小象超市-龙园站-SZ0177,1.1724137931,1.3333333333,0.8571428571,1.2
20250916-20250917,NULL,10000277,小象超市-潞苑中街站-BJ0168,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000005,小象超市-燕塘站-GZ0020,NULL,NULL,NULL,NULL
20250917,北京,193,小象超市-大峪站-BJ0061,NULL,NULL,NULL,NULL
20250917,北京,291,小象超市-亦庄站-BJ0078,NULL,NULL,NULL,NULL
20250917,北京,87,小象超市-乔庄站-BJ0020,NULL,NULL,NULL,NULL
20250917,深圳,10000706,小象超市-东纵站-SZ0239,NULL,NULL,NULL,NULL
20250917,深圳,10000113,小象超市-上沙站-SZ0097,NULL,NULL,NULL,NULL
W38,北京,87,小象超市-乔庄站-BJ0020,NULL,NULL,NULL,NULL
20250917,北京,105,小象超市-十里河站-BJ0028,1.03125,0.9444444444,1.1111111111,1
20250917,深圳,10000047,小象超市-松福站-SZ0078,1,1,1.1666666667,1
20250917,佛山,10001271,小象超市-容桂文滘站-FS0019,0.9756097561,0.8695652174,1,1.6
20250917,北京,10000362,小象超市-太平庄站-BJ0196,0.9655172414,0.875,0.875,1
20250917,南京,10001095,小象超市-浦口江山站-NJ0020,1.0285714286,1.0588235294,1.1,1
20250917,深圳,10000627,小象超市-安业站-SZ0210,1.5,1.9166666667,1,1
20250917,武汉,10000720,小象超市-五环大道站-WH0117,1.2222222222,1.2857142857,1.5,1
W38,杭州,10001028,小象超市-云水站-HZ0039,1.0526315789,1,1.2,1
202509,南通,10001239,小象超市-宏信站-NT0003,1,0.8571428571,1,1
202509,北京,10000337,小象超市-交大东路站-BJ0186,1.0952380952,1.1666666667,0.8333333333,1
202509,广州,10000659,小象超市-燕岗站-GZ0138,1.0952380952,1,1.3333333333,1
20250916-20250917,NULL,10001290,小象超市-长沙县站-CS0024,1.1285714286,1.21875,1.0833333333,1.5
20250916-20250917,NULL,10000857,小象超市-嘉州站-BJ0286,0.9038461538,0.8571428571,1.1428571429,0.8333333333
20250916-20250917,NULL,10000541,小象超市-锦花站-SZ0190,1.1142857143,1.0588235294,1.3,1
20250916-20250917,NULL,10000120,小象超市-华青南路站-SH0073,0.5294117647,0.75,0.1666666667,0.5
20250916-20250917,NULL,10000847,小象超市-古北路站-SH0192,1,1,1.1111111111,1
20250916-20250917,NULL,10000804,小象超市-双合站-BJ0272,1.0740740741,1.125,1.2857142857,1
20250916-20250917,NULL,10001333,小象超市-山会站-SX0005,0.4342105263,0.1944444444,0.3076923077,1
20250916-20250917,NULL,10000450,小象超市-锦尚站-SZ0158,1.2093023256,1.0416666667,1.2727272727,1.4
20250916-20250917,NULL,10000373,小象超市-同济一站-BJ0198,1,0.875,1,1
20250916-20250917,NULL,10000717,小象超市-阜石路站-BJ0258,0.7820512821,0.8260869565,0.65,1
20250916-20250917,NULL,10000996,小象超市-虎门连升站-DG0021,0.875,0.7727272727,0.8666666667,0.75
20250916,上海,10000191,小象超市-东方路站-SH0096,1.1153846154,1.0666666667,1.2857142857,1
20250916,深圳,10000467,小象超市-宝源站-SZ0165,1,0.7272727273,1.5,1.3333333333
202509,南京,10001066,小象超市-鼓楼马台街站（流标）-NJ0013,NULL,NULL,NULL,NULL
202509,东莞,257,小象超市-小象超市-豪园第一居站-DG0011,NULL,NULL,NULL,NULL
202509,北京,10001254,小象超市-广源大厦站-BJ0333,NULL,NULL,NULL,NULL
202509,东莞,241,小象超市-光大景湖站-DG0008,NULL,NULL,NULL,NULL
202509,深圳,10000058,小象超市-固戍站-SZ0081,NULL,NULL,NULL,NULL
20250916-20250917,NULL,149,小象超市-惠誉榜样站-WH0017,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000536,小象超市-平凉路站-SH0133,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000058,小象超市-固戍站-SZ0081,NULL,NULL,NULL,NULL
20250916,上海,10000764,小象超市-中兴路站-SH0173,1.0714285714,0.8,1.375,1.3333333333
20250916,广州,10000347,小象超市-番禺大石站-GZ0092,0.9411764706,0.8333333333,1,1.25
20250916,嘉兴,10001408,小象超市-桐乡站-JX0011,NULL,NULL,NULL,NULL
20250916,深圳,10000427,小象超市-香蜜站-SZ0152,NULL,NULL,NULL,NULL
20250916,苏州,10001089,小象超市-兴竹站-WX0020,1,0.9090909091,1,1
20250916,深圳,10000215,小象超市-溪头站-SZ0120,NULL,NULL,NULL,NULL
W38,上海,10000527,小象超市-听锦路站-SH0129,1.0769230769,1.0714285714,1.1428571429,1
W38,深圳,10000260,小象超市-红棉站-SZ0124,0.9428571429,0.8888888889,1,1
W38,武汉,10000523,小象超市-北关村站-WH0096,1.0769230769,0.9285714286,1.5714285714,0.6666666667
20250916,上海,309,小象超市-曹杨路站-SH0052,NULL,NULL,NULL,NULL
20250916,上海,70,小象超市-峨山路站（已闭站）-SH0010,NULL,NULL,NULL,NULL
20250917,上海,206,小象超市-吴中路站-SH0028,NULL,NULL,NULL,NULL
20250916,北京,10000310,小象超市-同济站-BJ0180,NULL,NULL,NULL,NULL
20250916,北京,10000282,小象超市-管庄站-BJ0171,NULL,NULL,NULL,NULL
20250917,武汉,10000679,小象超市-汤逊湖站（流标）-WH0112,NULL,NULL,NULL,NULL
20250917,北京,259,小象超市-双兴南区站-BJ0075,NULL,NULL,NULL,NULL
20250916,北京,304,小象超市-马驹桥站-BJ0085,NULL,NULL,NULL,NULL
20250916,南京,10001092,小象超市-浦口新科站（流标）-NJ0019,NULL,NULL,NULL,NULL
20250916,北京,10000049,小象超市-六里桥站-BJ0116,NULL,NULL,NULL,NULL
20250917,广州,10000799,小象超市-越秀区庄站（流标）-GZ0167,NULL,NULL,NULL,NULL
20250917,广州,10000119,小象超市-白云大道北站-GZ0055,NULL,NULL,NULL,NULL
20250917,深圳,10000315,小象超市-迎宾站-SZ0136,NULL,NULL,NULL,NULL
20250917,上海,264,小象超市-莘松路站-SH0047,NULL,NULL,NULL,NULL
20250917,广州,10001121,小象超市-O项目虚拟站-GZ0189,NULL,NULL,NULL,NULL
20250917,上海,228,小象超市-洪德路站-SH0036,NULL,NULL,NULL,NULL
20250916,武汉,226,小象超市-中商广场站（物资专用）-WH0040,NULL,NULL,NULL,NULL
20250917,广州,10001305,小象超市-黄埔鱼珠站-GZ0193,NULL,NULL,NULL,NULL
20250917,上海,10000934,小象超市-环龙路站-SH0212,NULL,NULL,NULL,NULL
20250916,武汉,102,小象超市-桥机嘉园站-WH0008,NULL,NULL,NULL,NULL
20250917,深圳,10000128,小象超市-新联站-SZ0102,NULL,NULL,NULL,NULL
20250917,武汉,96,小象超市-都汇华府站-WH0002,NULL,NULL,NULL,NULL
20250917,苏州,10000928,小象超市-阳山站-SUZ047,0.9259259259,0.7857142857,1.125,1
20250917,广州,10000448,小象超市-白云石井站-GZ0102,1,1,1,1
20250917,北京,10000278,小象超市-万丰路站-BJ0169,1.1388888889,1.1,1.2,1.3333333333
20250917,北京,10000312,小象超市-临泓路站-BJ0181,0.9259259259,0.9333333333,0.75,1.5
20250917,上海,10001026,小象超市-长临路站-SH0220,1.1219512195,1.1363636364,1.1818181818,1
20250916,深圳,285,小象超市-华强站-SZ0043,NULL,NULL,NULL,NULL
W38,西安,10001413,小象超市-雁塔科创站-XA0004,NULL,NULL,NULL,NULL
W38,北京,10000156,小象超市-密云站-BJ0138,NULL,NULL,NULL,NULL
W38,深圳,205,小象超市-梅林站-SZ0021,NULL,NULL,NULL,NULL
W38,上海,79,小象超市-兰花路站-SH0014,NULL,NULL,NULL,NULL
W38,深圳,10000590,小象超市-海德站-SZ0202,NULL,NULL,NULL,NULL
W38,深圳,10000008,小象超市-宝体站-SZ0064,NULL,NULL,NULL,NULL
W38,北京,367,小象超市-天露园站-BJ0092,NULL,NULL,NULL,NULL
202509,东莞,10000953,小象超市-南城新基站（流标）-DG0018,NULL,NULL,NULL,NULL
202509,北京,10000231,小象超市-行知路站-BJ0156,NULL,NULL,NULL,NULL
202509,深圳,10000457,小象超市-金盛站-SZ0163,NULL,NULL,NULL,NULL
202509,北京,124,小象超市-成寿寺站-BJ0039,NULL,NULL,NULL,NULL
W38,武汉,10000211,小象超市-德平路站-WH0048,1.2666666667,1.125,1.75,1
W38,广州,10000481,小象超市-番禺东联站-GZ0108,0.9512195122,0.8571428571,1.0909090909,1
W38,天津,10001215,小象超市-揽月站-TJ0014,0.9130434783,1.1,0.6666666667,1
W38,上海,10000764,小象超市-中兴路站-SH0173,1.0714285714,0.8,1.375,1.3333333333
W38,上海,10000754,小象超市-交通路站-SH0172,0.9375,0.75,1,1.5
202509,上海,10000191,小象超市-东方路站-SH0096,1.0384615385,1,1.1428571429,1
202509,北京,10000863,小象超市-顺泰路站-BJ0288,1.1764705882,1.2,1.1111111111,1
202509,杭州,10001050,小象超市-枫桦站-HZ0045,1.0243902439,1.0454545455,0.9230769231,1
202509,北京,10000344,小象超市-小屯北街站-BJ0189,0.935483871,1.0588235294,0.6666666667,0.6666666667
202509,惠州,10001285,小象超市-大亚湾站-HZ1004,1.2702702703,1.25,1.5,1
202509,武汉,10000426,小象超市-长丰站-WH0084,1.05,0.7272727273,1.1666666667,1.5
202509,嘉兴,10001220,小象超市-蓬莱站-JX0005,0.5897435897,0.3888888889,0.8333333333,0.6666666667
202509,深圳,10000196,小象超市-龙胜站-SZ0115,1.1176470588,1.1052631579,1.25,1
202509,北京,10000569,小象超市-霄云路站-BJ0238,0.8461538462,0.8,0.8571428571,1.5
202509,深圳,10000394,小象超市-文新站-SZ0151,1.25,1.25,1.2222222222,1.5
202509,武汉,10000297,小象超市-工业一路站-WH0061,0.84,0.6153846154,1.1428571429,1
202509,深圳,10000445,小象超市-福星站-SZ0156,1,0.95,1.3,1
202509,苏州,10000888,小象超市-通安站-SUZ042,0.7857142857,0.9285714286,0.6666666667,0.6666666667
20250916-20250917,NULL,10000138,小象超市-同和北站-GZ0061,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000149,小象超市-燕郊北站-LF0003,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000811,小象超市-三合站（流标）-SZ0256,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000453,小象超市-宝丰站-SZ0160,NULL,NULL,NULL,NULL
20250916-20250917,NULL,256,小象超市-蕰川路站-SH0043,NULL,NULL,NULL,NULL
20250916-20250917,NULL,124,小象超市-成寿寺站-BJ0039,NULL,NULL,NULL,NULL
20250917,广州,10000035,小象超市-员岗站-GZ0032,NULL,NULL,NULL,NULL
20250916,广州,10000776,小象超市-荔湾坦尾站-GZ0157,NULL,NULL,NULL,NULL
20250916,深圳,10000488,小象超市-东升站-SZ0174,NULL,NULL,NULL,NULL
W38,广州,10000127,小象超市-中山八路站-GZ0059,NULL,NULL,NULL,NULL
20250917,深圳,10000532,小象超市-华富站-SZ0186,1.1153846154,1,1.3333333333,1
20250917,武汉,10000348,小象超市-武泰闸站-WH0073,1.2857142857,1,1.75,3
20250917,北京,10000569,小象超市-霄云路站-BJ0238,0.8461538462,0.8,0.8571428571,1.5
20250917,北京,305,小象超市-公益西桥站-BJ0086,1.125,1.0769230769,1.2857142857,1
20250917,广州,10000265,小象超市-长湴站-GZ0081,1.1176470588,1.1111111111,1.5,0.6666666667
20250917,金华,10001411,小象超市-桥东站-JH1001,NULL,NULL,NULL,NULL
20250917,武汉,10000558,小象超市-墨水湖站-WH0098,0.7916666667,0.9,0.7,0.6666666667
20250917,上海,10000192,小象超市-平陆路站-SH0097,1.1764705882,1.1111111111,1.2,1.5
202509,北京,10000214,小象超市-大红门东站-BJ0150,0.8787878788,0.8823529412,0.9,1
202509,上海,10000722,小象超市-三达路站-SH0165,1,0.9411764706,1.1111111111,1
202509,上海,10001070,小象超市-联谊路站-SH0225,0.935483871,0.7647058824,1,1.3333333333
202509,昆山,10001038,小象超市-同丰站-KS0909,1.1875,1.25,1.2,1
202509,上海,10000550,小象超市-浦三路站-SH0138,0.8095238095,0.8181818182,0.8333333333,0.3333333333
20250916-20250917,NULL,10000791,小象超市-天北站-BJ0267,1.2666666667,1.3157894737,1.1428571429,1
20250916-20250917,NULL,10001043,小象超市-新苑站-LF0006,1.1071428571,1,1.3333333333,1
20250916-20250917,NULL,10000611,小象超市-康庄站-BJ0250,0.8461538462,0.7826086957,1.15,0.8333333333
20250916-20250917,NULL,10000352,小象超市-香港路站-WH0074,1,1.1,0.8333333333,1
20250916-20250917,NULL,10000731,小象超市-竹香站-SZ0244,0.7954545455,0.7916666667,0.75,1
20250916-20250917,NULL,10000279,小象超市-莲花池东路站-BJ0170,0.8709677419,1.125,0.5,1
20250916-20250917,NULL,10001072,小象超市-宏图大道站-WH0136,1.1153846154,1.119047619,1.2727272727,1
20250916-20250917,NULL,10000446,小象超市-广阳城二站-BJ0214,1.1481481481,1,1.7142857143,1
20250916-20250917,NULL,10000140,小象超市-淘金站-GZ0062,0.9487179487,0.9,0.8181818182,1.4
20250916-20250917,NULL,10000252,小象超市-西村站-GZ0079,1.04,1,0.8571428571,1.6666666667
20250916-20250917,NULL,10000552,小象超市-天河东圃站-GZ0119,1.2307692308,1.2307692308,1.5714285714,0.75
20250916-20250917,NULL,10000756,小象超市-平房桥站-BJ0262,0.8333333333,0.6428571429,1,1.5
W38,深圳,10000111,小象超市-南坑站-SZ0095,NULL,NULL,NULL,NULL
W38,上海,112,小象超市-新二路站-SH0017,NULL,NULL,NULL,NULL
20250916-20250917,NULL,115,小象超市-永泰庄站-BJ0032,NULL,NULL,NULL,NULL
20250916,广州,10000531,小象超市-番禺板桥站-GZ0116,0.9310344828,0.8666666667,1,1
20250916,北京,10000474,小象超市-后沙峪站-BJ0221,1.0588235294,0.8292682927,1.2222222222,1.1666666667
20250916,广州,10000299,小象超市-金沙洲二站-GZ0084,0.9459459459,0.9444444444,1,0.8
20250916,昆山,10000990,小象超市-晨风站-KS0908,1.12,1.25,0.875,1.3333333333
20250916,广州,10001358,小象超市-增城永宁站-GZ0196,0.65,0.6,0.4666666667,2
20250916,北京,10000836,小象超市-惠新东站-BJ0278,1.1481481481,1.0625,1.1428571429,1.5
20250916,广州,10000780,小象超市-越秀杨箕站-GZ0158,1,1.08,0.9375,0.8571428571
20250916,北京,10000576,小象超市-玉带河站-BJ0242,1.04,1.1428571429,1,1
W38,北京,76,小象超市-生活超市-BJ0013,1.2708333333,1.0689655172,1.5833333333,1.25
W38,北京,10000851,小象超市-拱辰站-BJ0282,1,0.9375,1.1111111111,1
W38,北京,255,小象超市-红松园站-BJ0074,0.972972973,0.8636363636,1,1
W38,广州,10001067,小象超市-番禺市莲站-GZ0184,1.2352941176,1,1.2,1.6666666667
W38,佛山,10001353,小象超市-乐从三乐站-FS0023,1.075,0.95,1.1333333333,2
W38,深圳,10000669,小象超市-振环站-SZ0227,1.0606060606,1,0.8888888889,1.5
202509,深圳,10000683,小象超市-华茂站-SZ0233,0.8888888889,0.8666666667,0.8333333333,1
202509,合肥,10001351,小象超市-新海站-HF0004,0.6666666667,0.5652173913,1,0.2
202509,合肥,10001341,小象超市-华亿站-HF0002,0.9555555556,0.5652173913,1.3571428571,1.4
202509,广州,10000377,小象超市-黄埔茅岗站-GZ0096,1,0.9,0.9,1.6
202509,武汉,10000273,小象超市-南湖大道站-WH0056,1.0869565217,1.0833333333,1.1428571429,1.5
202509,北京,10000441,小象超市-联想桥东站-BJ0212,0.96,1,0.8571428571,1
20250916-20250917,NULL,10000629,小象超市-鼎泰站-SZ0212,1,0.8947368421,1.2222222222,1
20250916-20250917,NULL,10000912,小象超市-昌东站-BJ0297,1.1333333333,1.0555555556,1.1428571429,0.6666666667
20250917,深圳,10000195,小象超市-太安站-SZ0114,1.3939393939,1.4444444444,1.75,1.25
20250917,广州,10000872,小象超市-海珠中大站-GZ0176,1,0.8888888889,1.1666666667,1
20250917,北京,10000093,小象超市-天桥站-BJ0129,1,0.7142857143,1.3333333333,1
20250917,北京,10000143,小象超市-红军营站-BJ0134,0.84,0.8666666667,0.8333333333,1
20250917,广州,10000798,小象超市-黄埔云埔站-GZ0166,1.085106383,0.8695652174,1.3846153846,1
20250917,北京,10000836,小象超市-惠新东站-BJ0278,1.1481481481,1.0625,1.1428571429,1.5
20250917,深圳,10000517,小象超市-高新站-SZ0185,1.1842105263,1.2,1,1.25
20250917,武汉,10000660,小象超市-佛祖岭站-WH0109,9.4285714286,7.8,8.5,NULL
20250916,北京,10000378,小象超市-龙泉站-BJ0200,NULL,NULL,NULL,NULL
20250916,深圳,185,小象超市-南联站-SZ0010,NULL,NULL,NULL,NULL
20250916,广州,10000116,小象超市-龙归站-GZ0052,NULL,NULL,NULL,NULL
20250917,深圳,10000666,小象超市-立新站（流标）-SZ0226,NULL,NULL,NULL,NULL
20250916,上海,10000040,小象超市-竹园路站-SH0061,NULL,NULL,NULL,NULL
20250917,上海,10000228,小象超市-东川路二站-SH0102,NULL,NULL,NULL,NULL
W38,北京,303,小象超市-次渠站-BJ0084,NULL,NULL,NULL,NULL
W38,广州,10000039,小象超市-棠下站-GZ0033,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000332,小象超市-安宁庄路站-BJ0184,0.7647058824,0.65,1,0.6666666667
20250916-20250917,NULL,10000553,小象超市-金荔站-SZ0192,1.0972222222,1.0789473684,1.3333333333,1
20250916-20250917,NULL,10000842,小象超市-金雅站-SZ0258,0.9534883721,0.875,1,1.2
20250916-20250917,NULL,10000208,小象超市-三路站-SZ0118,0.9468085106,0.8333333333,1.1666666667,1
20250916,深圳,10000699,小象超市-桔塘站-SZ0237,0.9677419355,0.9411764706,1.1428571429,0.8
20250916,深圳,10001116,小象超市-深职站-SZ0275,1.0555555556,0.9473684211,1,1
20250916,苏州,10000738,小象超市-笠泽站-SUZ016,1,1.0833333333,1,1
20250916,广州,10000664,小象超市-新智慧城站-GZ0139,1.0555555556,1.0526315789,1,0.75
W38,北京,10001251,小象超市-新华街站-BJ0331,1.0434782609,0.8333333333,1.1428571429,1.5
20250916-20250917,NULL,10000571,小象超市-鲁巷站-WH0099,1.3103448276,1.5625,1.25,0.3333333333
W38,北京,72,小象超市-益阳厅站-BJ0012,NULL,NULL,NULL,NULL
W38,上海,56,小象超市-江苏路站-SH0006,NULL,NULL,NULL,NULL
W38,武汉,96,小象超市-都汇华府站-WH0002,NULL,NULL,NULL,NULL
W38,武汉,10000298,小象超市-民生路站（标的失效）-WH0062,NULL,NULL,NULL,NULL
W38,上海,10000230,小象超市-漕宝路站-SH0103,NULL,NULL,NULL,NULL
202509,北京,145,小象超市-火器营站-BJ0051,NULL,NULL,NULL,NULL
202509,上海,274,小象超市-都庄路站-SH0048,NULL,NULL,NULL,NULL
202509,深圳,10000942,小象超市-莞城盈锋站（已失效）-DG0016,NULL,NULL,NULL,NULL
202509,武汉,163,小象超市-三元中央公园站-WH0024,NULL,NULL,NULL,NULL
202509,深圳,10000682,小象超市-新丹站（废弃）-SZ0232,NULL,NULL,NULL,NULL
202509,深圳,222,小象超市-民治云仓-SZ0022,NULL,NULL,NULL,NULL
202509,深圳,190,小象超市-西乡站-SZ0018,NULL,NULL,NULL,NULL
202509,上海,263,小象超市-莘松路站-SH0046,NULL,NULL,NULL,NULL
202509,深圳,10000056,小象超市-清华站-SZ0080,NULL,NULL,NULL,NULL
202509,武汉,275,小象超市-景兰苑站-WH0041,NULL,NULL,NULL,NULL
202509,北京,10000360,小象超市-朝外大街站-BJ0195,NULL,NULL,NULL,NULL
202509,上海,10000227,小象超市-嘉罗公路站（延期待定）-SH0101,NULL,NULL,NULL,NULL
202509,深圳,282,小象超市-坪山站-SZ0040,NULL,NULL,NULL,NULL
202509,广州,10000776,小象超市-荔湾坦尾站-GZ0157,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000032,小象超市-岗头站-SZ0072,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000136,小象超市-茶光站-SZ0105,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000619,小象超市-瞿溪路站-SH0152,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000121,小象超市-同心站-SZ0100,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10001243,小象超市-德兴站（流标）-SZ0284,NULL,NULL,NULL,NULL
W38,深圳,10000699,小象超市-桔塘站-SZ0237,0.9677419355,0.9411764706,1.1428571429,0.8
W38,苏州,10001040,小象超市-湖塘站-CZ0010,0.9318181818,0.9545454545,0.9230769231,0.8333333333
W38,深圳,10000331,小象超市-同富站-SZ0139,1.275862069,1.4,1.2857142857,1.2
W38,深圳,10001068,小象超市-长龙站-SZ0269,1.0857142857,1.1052631579,1.125,1
W38,南京,10001149,小象超市-浦口凤凰站-NJ0026,0.9142857143,0.8888888889,1,0.8
W38,上海,10000887,小象超市-龙茗路站-SH0201,1.15,1.0909090909,1.1666666667,1
W38,上海,10000190,小象超市-七莘路站-SH0095,1.25,1.4666666667,1,1
202509,深圳,287,小象超市-石岩站-SZ0045,1.0243902439,1,1.1,1.1666666667
202509,深圳,182,小象超市-安乐站-SZ0004,0.9285714286,0.8181818182,1.1818181818,0.8333333333
202509,北京,10000303,小象超市-慈寿寺站-BJ0177,0.7333333333,0.625,0.9,0.5
202509,深圳,10000450,小象超市-锦尚站-SZ0158,1.2093023256,1.0416666667,1.2727272727,1.4
20250916-20250917,NULL,10000495,小象超市-江灏站-SZ0180,NULL,NULL,NULL,NULL
20250916-20250917,NULL,231,小象超市-龙城站-SZ0025,NULL,NULL,NULL,NULL
20250916-20250917,NULL,10000100,小象超市-大和站-SZ0094,NULL,NULL,NULL,NULL
20250917,武汉,10000650,小象超市- 汤逊湖站（流标）-WH0108,NULL,NULL,NULL,NULL
20250916,北京,139,小象超市-小屯站-BJ0046,NULL,NULL,NULL,NULL
20250917,上海,10000135,小象超市-南桥路站-SH0077,NULL,NULL,NULL,NULL
20250916,北京,210,小象超市-枣园站-BJ0063,NULL,NULL,NULL,NULL
20250916,深圳,10000666,小象超市-立新站（流标）-SZ0226,NULL,NULL,NULL,NULL
20250917,北京,10000170,小象超市-丽泽路站-BJ0139,NULL,NULL,NULL,NULL
20250917,武汉,10000796,小象超市-金银潭站（流标）-WH0124,NULL,NULL,NULL,NULL
20250916,武汉,171,小象超市-江湾国际站-WH0032,NULL,NULL,NULL,NULL
20250916,北京,144,小象超市-清河站-BJ0050,NULL,NULL,NULL,NULL
20250916,武汉,10000444,小象超市-浅水湾站-WH0086,NULL,NULL,NULL,NULL
20250916,深圳,10000340,小象超市-新乐站-SZ0142,NULL,NULL,NULL,NULL
W38,苏州,10000885,小象超市-青剑站-SUZ040,NULL,NULL,NULL,NULL
W38,北京,10000105,小象超市-国贸站-BJ0131,NULL,NULL,NULL,NULL
20250917,广州,10000369,小象超市-岑村站-GZ0095,0.9545454545,1.1,0.8333333333,1
20250917,长沙,10001290,小象超市-长沙县站-CS0024,1.0571428571,1.125,1.0833333333,1.25
20250917,北京,10000668,小象超市-同兴园站-BJ0255,1.2972972973,1.2857142857,1.4,1.3333333333
20250917,武汉,10000835,小象超市-庙山站-WH0130,1.3571428571,1.2666666667,1.75,1
20250917,深圳,10000732,小象超市-华明站-SZ0245,1.0285714286,0.9473684211,1.25,1
20250917,广州,10000664,小象超市-新智慧城站-GZ0139,1.0555555556,1.0526315789,1,0.75
20250917,武汉,10000580,小象超市-盘龙湖站-WH0102,0.7777777778,0.7777777778,0.8333333333,0.5
202509,杭州,10000938,小象超市-康贤站-HZ0016,1,1.1,0.8461538462,1
20250916-20250917,NULL,10001056,小象超市-雨花台共青站-NJ0005,1.1153846154,1.0833333333,1.25,1
20250916-20250917,NULL,10001083,小象超市-广德站-NB0001,1,0.8214285714,1.1666666667,1.2
20250916-20250917,NULL,10001172,小象超市-大岭山教育站-DG0036,0.9473684211,0.8888888889,0.9166666667,1.4
20250916-20250917,NULL,10000293,小象超市-花都东站-GZ0083,1,0.96,1.0384615385,1.2142857143
20250916-20250917,NULL,10001298,小象超市-松金路站-SH0230,1.0961538462,1.3461538462,0.875,1
20250916-20250917,NULL,10000752,小象超市-夏园站-GZ0154,1.064516129,0.9375,1.125,1.2
20250916-20250917,NULL,10001245,小象超市-杜花路站-CS0020,1.1764705882,1.2,1.0833333333,1.75
20250916-20250917,NULL,10001042,小象超市-淡水站-HZ1001,0.8958333333,1.0227272727,0.7352941176,1
20250916-20250917,NULL,10000484,小象超市-铁机路站-WH0091,1.0416666667,0.7142857143,1.8333333333,1
20250916,广州,10000448,小象超市-白云石井站-GZ0102,1,1,1,1
20250916,东莞,10001129,小象超市-寮步创益站-DG0033,0.8974358974,0.9473684211,0.6666666667,1.2
20250916,武汉,10000368,小象超市-前进二路站-WH0078,1.25,1.0666666667,1.5,1.6666666667
W38,广州,10000286,小象超市-沙河顶站-GZ0082,NULL,NULL,NULL,NULL
